num,name,paper,wf1_cagr,wf1_sharpe,wf1_sortino,wf1_mdd,wf1_calmar,wf1_vol,wf1_winrate,wf1_pf,wf1_skew,wf1_tail,wf2_ret,wf2_mdd,wf2_sharpe,beta,alpha,elapsed,wf1_rank,wf2_rank,combined_rank
s40,VIX Percentile Contrarian,Whaley (2000) SSRN 229396,0.05245073608183293,0.5144364716696235,0.557496906779922,-0.31913164091044427,0.1643545463940751,0.11739081503119021,0.5150818730249929,1.1360381800558572,0.1906427771492917,0.9448693939865126,-0.014898752014196326,-0.05027332158747537,-0.737367767697661,0.6240185571747303,-0.01660868007492858,0.0s,15.0,33.0,24.0
s03,Wiki Edit Attention Proxy,Moat et al. (2013) DOI 10.1038/srep01801,0.10790808981914246,0.7394402695914861,0.9448452286215097,-0.33397205353457954,0.32310514810176966,0.1713605433773383,0.543756145526057,1.148658316691071,-0.07294335406908484,0.9430296156050463,-0.058965309460273785,-0.09532007689879768,-2.0472201141276702,0.9888214295100135,0.004698392671870083,0.0s,2.0,48.0,25.0
s33,ETF Flow Reversal,Ben-David et al. (2018) SSRN 2701961,0.10489541991483531,0.7160060830537613,0.9119948786539396,-0.3339720535345796,0.31408442354585936,0.17233350526020197,0.5444717444717445,1.1435895489925654,-0.09464603803503947,0.9424522843244355,-0.05896530946027356,-0.0953200768987974,-2.0472201141276547,1.0,8.196568423990414e-17,0.0s,3.0,47.0,25.0
s04,Patent Citation Momentum,Kogan et al. (2017) SSRN 2345690,0.017389728006846683,0.34329396444798316,0.14939650660868212,-0.13297013260234314,0.1307792033181762,0.0509517959700248,0.289002557544757,1.2869417770358598,0.24881909468545677,0.0,-0.010329565603126367,-0.010329565603126326,-3.124107791081063,0.051040740421897136,0.011202681436948367,0.2s,26.0,24.0,25.0
s10,Attention Decay Fade,"Da, Engelberg & Gao (2011) SSRN 1572085",0.10366055981596034,0.7102309465028511,0.9038517939558219,-0.3339720535345795,0.31038692824406433,0.17209744996651472,0.544023610427939,1.1425344007694866,-0.09385904977674345,0.9411147062916493,-0.05896530946027345,-0.09532007689879711,-2.047220114127674,0.9972312641622091,-0.0008212638956533679,0.0s,4.0,46.0,25.0
s39,Payday Buying Pressure,Barber & Odean (2008) SSRN 381180,0.025378337146353847,0.4694127479530552,0.3026722664755614,-0.21656696277749257,0.11718471192869946,0.08628989958446989,0.4675213675213675,1.1955436835069055,-0.9141459110792751,1.335927605701766,-0.016575890953430816,-0.03315543312960901,-0.935799683632359,0.2502392828127662,0.009628093818380487,2.4s,18.0,34.0,26.0
s43,Vol Risk Premium Harvest,Carr & Wu (2009) SSRN 577222,0.0909475290007562,0.6639219881337912,0.7428653915170108,-0.2760318383747168,0.32948202474126825,0.12803990918972233,0.5315492957746479,1.1537812142020631,-0.1451026919057128,0.975579897137307,-0.04959319205769397,-0.08544884864501937,-1.7849094208092815,0.6236546234557085,0.00805462075424453,0.0s,8.0,45.0,26.5
s36,Anti-Lottery Rotation,Bali et al. (2011) SSRN 1344558,-0.0036235825292465496,-0.0872198063551624,-0.03545361392770101,-0.10971515219330769,-0.03302718409269616,0.03476961933452573,0.28013029315960913,0.935268104324123,0.17642719992957917,0.0,0.0014399493403158825,-0.0005000000000000239,1.5486770785093216,0.03697237340358583,-0.007530439035410501,0.1s,42.0,12.0,27.0
s41,Hurst-Filtered Mean Reversion,Mandelbrot (1971) / Lo (1991),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6s,40.0,15.5,27.75
s46,Cross-Asset Correlation Regime,Adrian & Brunnermeier (2016) SSRN 1616799,0.04458409469059932,0.5143302281012769,0.6324779580649701,-0.249858976946688,0.1784370337036646,0.09352242973269478,0.5485553772070626,1.107977630871675,0.11339305157844518,0.9434419091869621,-0.02851159381080115,-0.05661589442261027,-1.8468960117752498,0.4531645244068144,-0.014160963800369629,0.2s,16.0,40.0,28.0
s06,MD&A Tone Shift Rotation,Feldman et al. (2010) SSRN 1437877,-0.0002719605532401914,0.04121882636104744,0.01797066931594096,-0.1686067001314321,-0.0016129878173773227,0.04054368290308217,0.2659846547314578,1.031634099482363,0.9171455100569879,0.0,-0.006945872226342353,-0.008138100718629861,-2.295862933661408,0.04287071568199713,-0.003610965546064451,0.2s,38.0,21.0,29.5
s07,Regulatory Stress Avoidance,"Cassell, Dreher & Myers (2013) SSRN 2149367",0.004818855508092135,0.042838438767904274,0.01903472651126345,-0.12190551639191682,0.03952942943615354,0.035130850351515044,0.26854219948849106,1.0329815727356688,2.266389568651626,0.0,-0.010722159765023997,-0.010722159765023944,-3.229792544739932,0.036135240456152865,-0.0029472955366535553,0.2s,36.0,25.0,30.5
s02,Earnings Tone Divergence,"Huang, Zang & Zheng (2014) SSRN 2361560",0.042920524058199794,0.4086566562413768,0.2922440644338398,-0.3222506690267613,0.13318986796156335,0.13070531306726796,0.5,1.1513551169696148,0.22593994800915518,1.0426145684804637,-0.026792289771631395,-0.091016548463357,-0.9267153074538257,0.5750970553406531,-0.017548686541988746,0.1s,22.0,39.0,30.5
s13,Turn-of-Month + RSI,McConnell & Xu (2008) SSRN 925589,0.02160646866070759,0.4141180630194937,0.25108583121849704,-0.17139936359121297,0.12605921170301987,0.07655005021132029,0.4391025641025641,1.1922397797974695,-0.20977615689439005,1.6365699695672808,-0.03038328589481154,-0.039034559161785914,-2.6585150512318068,0.19695980552358752,0.007397526086066616,2.5s,21.0,41.0,31.0
s44,Vol-of-Vol Timing,Baltussen et al. (2018) SSRN 2497759,0.03896327790690424,0.4042467833223165,0.5128470609330857,-0.33992966155601556,0.11462158885621002,0.10968040227459164,0.5437828371278459,1.0785160867068393,-0.13708545526941726,0.9795040152002256,-0.03152605491510996,-0.06680384555293481,-1.6524389323569126,0.3351099375555143,-0.0017043592150390824,0.2s,23.0,42.0,32.5
s01,Filing Complexity Rotation,Loughran & McDonald (2014) SSRN 2425801,0.0008957595378460415,0.042534312416980434,0.01926091768914166,-0.1725433230431484,0.005191505078536341,0.03670821997113433,0.25831202046035806,1.0331526476555672,2.2177973061973524,0.0,-0.011275018336581621,-0.0122917072399469,-2.4130896866992213,0.03661293621667374,-0.0029497446250010798,0.1s,37.0,28.0,32.5
s05,Policy Uncertainty Contrarian,"Baker, Bloom & Davis (2016) SSRN 2198490",0.026277923487595167,0.3373488262108391,0.1688701949705705,-0.3136489142040019,0.08378133096454342,0.11002020102577102,0.4888888888888889,1.1828592983311017,0.3122949640568841,2.5892280463184907,-0.023008479070460774,-0.069872409469725,-1.056021529642781,0.40749345197131986,-0.013166180368895828,0.1s,28.0,37.0,32.5
s37,52-Week High Anchoring,George & Hwang (2004) SSRN 444460,0.0029360264365585476,0.021065580556605037,0.00936040413037431,-0.1235503615060921,0.023763802879797936,0.03527038774704637,0.2659846547314578,1.0161463511532953,2.2580287347385917,0.0,-0.01072215976502433,-0.010722159765024279,-3.2297925447400244,0.036263042027122605,-0.0037250016380663427,0.2s,39.0,26.0,32.5
s23,VIX Term Structure Carry,Mixon (2007) / Simon & Campasano (2014),0.03786310884455446,0.3829496602991961,0.5348097656255528,-0.36692490266804634,0.10319034922197383,0.1143428159973394,0.5274079874706343,1.0710198191796456,0.2116062326251339,0.9675374017178507,-0.03828805629287646,-0.06429268052004468,-2.670727879452255,0.3619224629950282,-0.00593866374823067,0.3s,24.0,44.0,34.0
s25,Yield Curve Inversion Timing,Estrella & Mishkin (1998) / Harvey (1988),-0.007991653541158383,-0.41187533206614735,-0.20156666639932738,-0.08896914883685535,-0.0898249971550571,0.019088223966481698,0.22594142259414227,0.7417880303269587,3.301248535072603,0.0,-0.0053379219419117385,-0.005337921941911771,-3.150914209357704,0.012577762028762592,-0.009590085663082582,0.0s,49.0,20.0,34.5
s09,Employee Sentiment Breadth,Green et al. (2019) SSRN 3287437,0.013194757554145564,0.13031249070434478,0.05798646640936834,-0.1138084433736766,0.11593830091166553,0.0377946016448227,0.2659846547314578,1.1014835048981626,1.9516280036498523,0.0,-0.019648973582632512,-0.01964897358263252,-2.872413524680636,0.037364847556910975,0.0003213616720601472,0.2s,35.0,35.0,35.0
s19,Copper-Gold Economic Barometer,Faber (2013) / Gundlach (2018),-0.010029730801233372,-0.3850698914117205,-0.1735501783632054,-0.10379917229391349,-0.09662630808686602,0.02540553670367912,0.2301255230125523,0.765398315353761,0.7765615244308737,0.0,-0.009457994871044262,-0.009961911419239841,-2.558245067898177,0.01318998672493386,-0.011595140729436158,0.0s,48.0,23.0,35.5
s20,BTC Risk Appetite,Bouri et al. (2017) DOI 10.1016/j.econlet,-0.003776123132596565,-0.09356806933082155,-0.040948291403845274,-0.10786744636908173,-0.0350070689508686,0.03426352471613108,0.2781065088757396,0.9374503790590318,0.3972990177453453,0.0,-0.01282770361295349,-0.012827703612953484,-3.0551085120805657,0.016477079035068263,-0.0055053319214828375,0.0s,43.0,29.0,36.0
s21,Credit-Equity Divergence,Collin-Dufresne et al. (2001) SSRN 269271,-0.007343397169251364,-0.2796560294880731,-0.13016361784328673,-0.11565338902902564,-0.06349487231548731,0.025280289297942543,0.24066390041493776,0.8213147246376827,1.478210599515611,0.0,-0.010820020515034057,-0.011323244162517076,-2.5472306207730653,0.011811227127541962,-0.008692584621370673,0.0s,46.0,27.0,36.5
s35,Disposition Momentum,Frazzini (2006) SSRN 675643,0.020481067467928105,0.34469209276075635,0.30820956321836346,-0.2373953770293512,0.0862740788140784,0.07357493020559491,0.5199641094661283,1.0851394244973727,-1.2550935403709749,0.9606886386683559,-0.06976538105942853,-0.06976538105942857,-5.214104188889571,0.18127997126799356,0.002992227805394678,0.0s,25.0,49.0,37.0
s12,Pre-FOMC Drift,Lucca & Moench (2015) SSRN 1961927,-0.012913136012311921,-0.11167546654438983,-0.043379186450139724,-0.15481900946002236,-0.08340794878710533,0.0442079164133199,0.3448275862068966,0.9314879882525118,-4.100780995529652,0.0,-0.01380471246889059,-0.013989572080809344,-2.43339921289652,0.06583002145197382,-0.013059827038236327,0.0s,44.0,31.0,37.5
s22,Breakeven Inflation Trade,"Ang, Bekaert & Wei (2008) SSRN 946714",-0.006431406229183034,-0.25813591831038435,-0.11690299491590131,-0.10491227149752083,-0.06130270689387384,0.023938248258735573,0.24686192468619247,0.8404356817694957,0.4375844650924526,0.0,-0.013454588252093225,-0.01345458825209321,-3.892021789701401,-0.0016992855928217058,-0.005945940344516003,0.0s,45.0,30.0,37.5
s24,Energy-Equity Lead-Lag,Driesprong et al. (2008) SSRN 460500,-0.016136003665731535,-0.6245846025981127,-0.29446142739684134,-0.15933230533823245,-0.10127264292999365,0.02558678611266086,0.20920502092050208,0.6417202583923164,2.232843505473604,0.0,-0.014570544317607625,-0.01457054431760762,-3.3703178577273714,0.017741723187457443,-0.018418730295521556,0.0s,50.0,32.0,41.0
s17,Overnight Premium,"Lou, Polk & Skouras (2019) SSRN 2554010",-0.033259408146562364,-0.2929737674687166,-0.3385455884212375,-0.32977265378338605,-0.10085556750987935,0.06766141325207205,0.5051470588235294,0.9391235389097017,-0.699762977826723,0.9356302318472162,-0.03748745785059315,-0.05958514008051295,-2.725400325350736,0.17113226629331305,-0.040939344045493466,0.0s,47.0,43.0,45.0
s18,Ramadan Effect,Bialkowski et al. (2012) SSRN 1989529,-0.0058487518211639555,-0.06546023668868589,-0.02839577030517762,-0.219690495773213,-0.026622689345658517,0.0611830276753696,0.5014836795252225,0.9639397703524295,-0.5656440781959814,0.0,-0.07239495886721714,-0.10893484424034208,-2.3922663935906323,0.06449988465531842,-0.012131896644161273,0.0s,41.0,50.0,45.5
